# QA 修复计划 — 由 qa-scan v2 生成
# 生成时间: 2026-05-13T04:08:30.002Z
# 总文章数: 412

P0 | RE-GENERATE | 679f01e5-de17-4b84-b394-53e6615057e2 | env-electric-vehicles | en | G6 | content为空
P1 | REGENERATE-META | eef652f6-2be5-4a24-a21f-2ee50d789360 | 刻舟求剑-G4 | zh | G4 | genre-missing
P1 | REGENERATE-META | 2b477529-3460-46e7-92f6-b26b9549d893 | nature-tundra-arctic | en | G6 | genre-missing
P1 | REGENERATE-META | b51a3cb8-133d-4380-ac11-541652440316 | sports-marathon-and-endurance | en | G6 | genre-missing
P1 | REGENERATE-META | 19e3f38e-8e02-42a9-9cb3-59c05d9e2122 | bio-einstein | en | G6 | genre-missing
P1 | REGENERATE-META | 09c94cab-424a-4ed1-a292-65925e2420f2 | news-evergreen-ocean-plastic | en | G3 | genre-missing
P1 | REGENERATE-META | 1de3de91-dd28-4875-a995-edfb4430ea22 | sci-states-of-matter | en | G3 | genre-missing
P1 | REGENERATE-META | c2807180-e85b-4833-aa9b-90606bde19e5 | space-moon-return-missions | en | G3 | genre-missing
P1 | REGENERATE-META | dea8a72b-3b80-496c-98d4-1a1e3c8adf87 | bio-helen-keller | en | G3 | genre-missing
P1 | REGENERATE-META | bfdcf4e8-d1eb-4188-9bc6-393cb5fe41a4 | bio-einstein | en | G3 | genre-missing
P1 | REGENERATE-META | 2fad7d4b-c796-479c-ba15-caf60f627496 | nature-deserts-life | en | G3 | genre-missing
P1 | REGENERATE-META | 2e34287b-0ece-4398-a974-d0292b707e0e | news-evergreen-ai-in-school | en | G3 | genre-missing
P1 | REGENERATE-META | 4c51c201-f5bb-4117-a492-d01a90a3e28e | news-evergreen-wildlife-2020s | en | G3 | genre-missing
P1 | REGENERATE-META | 266be893-6ec7-44dd-891f-07b56ae37f43 | bio-darwin | en | G6 | genre-missing
P1 | REGENERATE-META | 99ccf246-6f63-4959-bf8c-868ba8c64ed9 | env-cities-going-green | en | G6 | genre-missing
P1 | REGENERATE-META | 0ef2032c-bd74-4a57-b06a-47a00d39d358 | us-history-declaration-of-independence | en | G6 | genre-missing
P1 | REGENERATE-META | bea97968-b68e-4385-ad3a-ad524c62c18e | dogo-giant_tortoises_return_to_galapagos_island_after_centuries | en | G6 | genre-missing
P1 | REGENERATE-META | 11274d6d-cb48-4ab1-aa8c-418d7f777370 | dogo-robot_outruns_humans_in_beijing_half_marathon | en | G6 | genre-missing
P1 | REGENERATE-META | a21b0085-cde3-4c47-9e0a-7f726e047dfe | space-black-holes | en | G6 | genre-missing
P1 | REGENERATE-META | 2aaf100c-9a04-46e0-98d9-54285a6cc326 | space-james-webb-telescope | en | G6 | genre-missing
P1 | REGENERATE-META | 15bc63b2-744f-4075-a56d-f5ade46ec235 | bio-elon-musk | en | G6 | genre-missing
P1 | REGENERATE-META | 57f372ac-1c06-4465-9cc5-038316aeab7d | dogo-robot_outruns_humans_in_beijing_half_marathon | en | G3 | genre-missing
P1 | REGENERATE-META | 607bc2fe-0875-48d9-990d-9561c0bdcce6 | dogo-african_elephants_may_be_using_farm_crops_as_medicine | en | G6 | genre-missing
P1 | REGENERATE-META | c29ae452-4557-432b-96fa-a6910e1c9966 | nature-grand-canyon | en | G6 | genre-missing
P1 | REGENERATE-META | eeb5c267-7727-4f8f-9f97-cd9b1a844365 | digital-cybersecurity-basics | en | G6 | genre-missing
P1 | REGENERATE-META | db2f6f5f-c141-4815-b35c-a27a41ba0c76 | sci-photosynthesis | en | G6 | genre-missing
P1 | REGENERATE-META | d4cf7df5-5276-4ceb-a6c4-09a7f266f66d | news-evergreen-wildlife-2020s | en | G6 | genre-missing
P1 | REGENERATE-META | 64357e2e-9951-4c43-b111-3abde2777129 | nature-yellowstone-national-park | en | G6 | genre-missing
P1 | REGENERATE-META | f584209a-5f0d-4e18-98fc-e2a7a3828760 | sci-evolution-darwin | en | G6 | genre-missing
P1 | REGENERATE-META | a9fb7d10-b1cd-4b79-9357-98d7ce5ee184 | sports-fifa-world-cup | en | G6 | genre-missing
P1 | REGENERATE-META | d491d368-56ea-40ea-a80d-277b33a151a1 | env-solar-and-wind-power | en | G6 | genre-missing
P1 | REGENERATE-META | b49bfb7b-53e6-4e0b-8e84-adb84d64991b | bio-nelson-mandela | en | G6 | genre-missing
P1 | REGENERATE-META | 7eeaffff-c02a-4a96-861f-e3a90375ee05 | dogo-nasas_dart_spacecraft_changed_an_asteroids_orbit_around_the_sun | en | G6 | genre-missing
P1 | REGENERATE-META | 444b8c6d-55fc-44d8-af30-8282521bb2e1 | digital-how-chatgpt-works | en | G6 | genre-missing
P1 | REGENERATE-META | cab78268-e477-448f-9ddc-e3cd062f829d | health-vaccine-history | en | G6 | genre-missing
P1 | REGENERATE-META | 9340c8f3-e174-4d47-98b4-281ed968e02f | space-iss-life-aboard | en | G6 | genre-missing
P1 | REGENERATE-META | a7238b6f-3666-4aae-ad14-5701a40b02ff | nature-coral-reefs | en | G3 | genre-missing
P1 | REGENERATE-META | 9b4b516f-2228-40a4-a62b-38ac5db997ad | digital-vr-ar-explained | en | G6 | genre-missing
P1 | REGENERATE-META | 0931b493-843c-40ca-b9cf-099458a8cd41 | digital-computer-history | en | G6 | genre-missing
P1 | REGENERATE-META | 084b191c-054d-4dec-aaa7-4a50c196b3f0 | sci-plate-tectonics | en | G6 | genre-missing
P1 | REGENERATE-META | 50bcd27d-5b91-42eb-85be-e26240cd0dc6 | space-moon-return-missions | en | G6 | genre-missing
P1 | REGENERATE-META | 6e9db39f-ad9e-4d77-8764-cbcb596fde3f | digital-how-internet-works | en | G6 | genre-missing
P1 | REGENERATE-META | 3f43f2e7-aee9-466e-85fc-212ae72693c0 | news-evergreen-renewable-energy | en | G3 | genre-missing
P1 | REGENERATE-META | 629facc7-a22a-4f9b-b979-e8d0fbd0664b | env-recycling-and-zero-waste | en | G3 | genre-missing
P1 | REGENERATE-META | fd5ebb68-929a-4fae-9736-5bf01fd89e8c | sci-electromagnetism | en | G6 | genre-missing
P1 | REGENERATE-META | 2b36f3f5-2c33-44bf-8c75-922b8ad2ca52 | news-evergreen-ai-in-school | en | G6 | genre-missing
P1 | REGENERATE-META | 1e52c0ef-ed6f-4599-99dc-7408596a7500 | health-nutrition-basics | en | G6 | genre-missing
P1 | REGENERATE-META | cdd75c9d-8a6e-4a5b-a8f5-90d14b337a3a | sci-volcanoes-and-earthquakes | en | G6 | genre-missing
P1 | REGENERATE-META | 34ec93c1-c476-4f5d-86b0-1bbf8ca5052b | dogo-georgia_battles_large_wildfires_amid_drought_conditions | en | G6 | genre-missing
P1 | REGENERATE-META | cd06c6c5-40f9-4e26-b5b0-b368bed50f4e | space-exoplanets | en | G6 | question-correct-not-in-options
P1 | REGENERATE-META | 171cc174-5485-4d7c-a21d-902b1d76f9e3 | health-penicillin-discovery | en | G6 | genre-missing
P1 | REGENERATE-META | df323f66-f69f-4da6-9cb9-71de3ffd8da8 | space-mars-exploration | en | G6 | genre-missing
P1 | REGENERATE-META | 8df8a892-8297-4eaa-b2d7-2021d515b05c | space-spacex-falcon | en | G6 | genre-missing
P1 | REGENERATE-META | 6fb6632e-f771-48fb-8783-35d68c441c02 | dogo-nasas_dart_spacecraft_changed_an_asteroids_orbit_around_the_sun | en | G3 | genre-missing
P1 | REGENERATE-META | 08b001a0-a566-42ea-860b-8e775826d9e3 | bio-marie-curie | en | G6 | genre-missing
P1 | REGENERATE-META | 1ce6c13f-fccf-4427-823b-88cc1489fdfd | story-grimm-rapunzel | en | G3 | genre-missing
P1 | REGENERATE-META | e3ec26e8-be33-4c02-9c00-b76057723259 | sci-light-spectrum | en | G6 | genre-missing
P1 | REGENERATE-META | 502ea713-b287-4174-830d-f098ebfbb908 | sci-genetics-dna | en | G6 | genre-missing
P1 | REGENERATE-META | 7a8d51e3-16b7-4aeb-afbe-5adc47909ca8 | story-norse-mythology-thor | en | G6 | genre-missing
P1 | REGENERATE-META | eac64963-e680-4d7b-8d60-030c1ee6241f | health-sleep-science | en | G6 | genre-missing
P1 | REGENERATE-META | 654e1eaf-8d4a-4071-abbc-28211b35633c | sports-physics-of-sports | en | G6 | genre-missing
P1 | REGENERATE-META | 3224f618-da79-4f47-8d5a-32fe53f6c97d | story-andersen-emperor-clothes | en | G3 | genre-missing
P1 | REGENERATE-META | 0e9a6373-3430-479a-9bed-5301b912935b | sports-olympics-history | en | G6 | genre-missing
P1 | REGENERATE-META | 75d1edd9-49a1-4f44-9f43-376a3e189f90 | story-aesop-tortoise-hare | en | G3 | genre-missing
P1 | REGENERATE-META | 7b7db5eb-643d-4cc2-bfdf-379e36d2e857 | env-endangered-species | en | G6 | genre-missing
P1 | REGENERATE-META | 94a2d6f3-a29b-4368-a041-62ee01a6f709 | nature-rainforest-ecosystems | en | G3 | genre-missing
P1 | REGENERATE-META | 9fec2e5f-1f6c-47b9-b592-8581769d8eff | sports-nba-basketball | en | G6 | genre-missing
P1 | REGENERATE-META | bbaea4b8-583b-4660-b156-e4e56085f32f | health-immune-system | en | G6 | genre-missing
P1 | REGENERATE-META | 5b243e96-6a98-448c-a358-cf05de549d3a | news-evergreen-ocean-plastic | en | G6 | genre-missing
P1 | REGENERATE-META | 433e8060-f22f-48ac-824d-be1fda65dc0a | econ-fair-trade | en | G6 | genre-missing
P1 | REGENERATE-META | f87bfd86-d41b-44c8-a71a-19e55df4abaf | health-the-brain-explained | en | G6 | genre-missing
P1 | REGENERATE-META | 5310ef27-9f98-4952-ba4a-24c0541d04fd | digital-alphago-and-go | en | G6 | genre-missing
P1 | REGENERATE-META | c3b67943-7a4b-44a2-bf75-6c262f88ea4c | econ-shipping-containers | en | G6 | genre-missing
P1 | REGENERATE-META | d3134bdf-0b3f-4571-920f-922dc1ec9315 | econ-global-supply-chains | en | G6 | genre-missing
P1 | REGENERATE-META | c9dd08dc-8b9f-4cb0-806d-d7919d3ba0cc | health-heart-and-blood | en | G6 | genre-missing
P1 | REGENERATE-META | bf9de6d8-5131-490d-a7cf-d0447a58a081 | econ-stock-market-basics | en | G6 | genre-missing
P1 | REGENERATE-META | 2b95f0d1-cc4d-478f-a076-f83574f8efee | dogo-how_the_netherlands_became_the_worlds_tulip_capital | en | G6 | genre-missing
P1 | REGENERATE-META | 459ec6a6-3792-47d5-b8f8-d2e77a73c929 | econ-bitcoin-cryptocurrency | en | G6 | genre-missing
P1 | REGENERATE-META | c90939d2-6ed7-4eea-99a5-fc388d9982b0 | econ-savings-and-compound-interest | en | G6 | genre-missing
P1 | REGENERATE-META | 0a2d0f6b-387a-4215-83aa-263e2f84641a | art-music-beethoven-symphony | en | G6 | genre-missing
P1 | REGENERATE-META | 0c895327-c3eb-4d91-9a83-8f6573929f0e | art-pixar-animation-craft | en | G6 | genre-missing
P1 | REGENERATE-META | bc252aee-c836-4969-afaf-cc3d4d11325a | art-michelangelo-sistine | en | G6 | genre-missing
P1 | REGENERATE-META | 8489209e-69a2-49f9-8b47-4a640bd7c3fd | art-graffiti-banksy | en | G6 | genre-missing
P1 | REGENERATE-META | 403120a5-5fc0-4a27-be94-9f527b5d6a75 | art-van-gogh-starry-night | en | G6 | genre-missing
P1 | REGENERATE-META | 7da86f1a-a19f-441f-adf6-2c79515ebd36 | art-monet-impressionism | en | G6 | genre-missing
P1 | REGENERATE-META | 2f6507a3-13f0-4fad-8095-56c4eaa4d21a | culture-diwali-festival | en | G3 | genre-missing
P1 | REGENERATE-META | 3ca09166-b997-404f-8e31-71f2ac49137a | culture-thanksgiving | en | G3 | genre-missing
P1 | REGENERATE-META | fd9e6fb1-38c3-48bc-9f2b-dbd92d241dc9 | culture-japanese-tea-ceremony | en | G6 | genre-missing
P1 | REGENERATE-META | 0931c78c-b610-47b3-a607-8a9a2a5dc0a6 | us-history-lincoln-emancipation | en | G6 | genre-missing
P1 | REGENERATE-META | 09cc12f1-c1ad-418e-a5b3-50430ac64128 | poetry-emily-dickinson-hope | en | G6 | genre-missing
P1 | REGENERATE-META | 09680cec-ac4e-4e24-b1c2-7ba697b4bdc8 | poetry-shel-silverstein | en | G3 | genre-missing
P1 | REGENERATE-META | 8088a2e7-1142-40a1-895b-990f48a146cf | poetry-robert-frost-road-not-taken | en | G6 | genre-missing
P1 | REGENERATE-META | 1113123d-bbe0-4033-9de6-aa919f3b134a | lit-roald-dahl-style | en | G6 | genre-missing
P1 | REGENERATE-META | 113172bd-375c-43d6-9563-bf102203be18 | lit-charlottes-web | en | G3 | genre-missing
P1 | REGENERATE-META | 20e012e3-16ed-497b-b338-8c023f13ecd0 | lit-wonder-by-rj-palacio | en | G6 | genre-missing
P1 | REGENERATE-META | 67692670-7609-4e01-9dcd-6837a46173fe | world-history-industrial-revolution | en | G6 | genre-missing
P1 | REGENERATE-META | 73bd8003-6604-47dd-b263-0f8b938b12af | world-history-wwii-overview | en | G6 | genre-missing
P1 | REGENERATE-META | 65ab2557-62b1-46ee-ae40-69f5f341b4a9 | world-history-age-of-exploration | en | G6 | genre-missing
P1 | REGENERATE-META | ffd9120e-cc1f-4bc5-af15-df3044845203 | world-history-renaissance | en | G6 | genre-missing
P1 | REGENERATE-META | a2886b5a-15f1-4d59-90cf-2277a1fc8c90 | world-history-viking-age | en | G6 | genre-missing
P1 | REGENERATE-META | f633c396-c435-4652-935d-5b76a14b9424 | world-history-black-death | en | G6 | genre-missing
P1 | REGENERATE-META | ce411e74-d3ab-4d50-afa5-708be3303ae2 | world-history-greek-democracy | en | G6 | genre-missing
P1 | REGENERATE-META | a9f69f7e-e2cd-4b10-b2ca-94bc254ab526 | world-history-roman-empire | en | G6 | genre-missing
P1 | REGENERATE-META | 843f79d0-2a87-42aa-9985-4e8019bdd8c2 | us-history-internet-origins-arpanet | en | G6 | genre-missing
P1 | REGENERATE-META | 093a3612-c37e-4d85-bfcd-90613a746d6f | world-history-egypt-pyramids | en | G6 | genre-missing
P1 | REGENERATE-META | d268886c-c0d5-4457-9e5c-cb2df8a3eea5 | world-history-egypt-pyramids | en | G3 | genre-missing
P1 | REGENERATE-META | 9e8faf82-0486-4a40-892e-39e54c3eb3bb | us-history-mlk-civil-rights | en | G6 | genre-missing
P1 | REGENERATE-META | ca7a2432-06ac-4b28-9e3b-f89f8b047f76 | us-history-apollo-moon-landing | en | G6 | genre-missing
P1 | REGENERATE-META | cbf89dec-b161-43d6-a23c-b0726f3d6647 | us-history-fdr-new-deal | en | G6 | genre-missing
P1 | REGENERATE-META | c3f26e5f-3935-4ff4-8f19-3755aa7c1a03 | us-history-transcontinental-railroad | en | G6 | genre-missing
P1 | REGENERATE-META | ee3e638f-f2e6-4147-8f5a-a7cc055dfe06 | us-history-thirteen-colonies | en | G6 | genre-missing
P1 | REGENERATE-META | ddae20f3-06f9-45f0-b67c-a42ed706d2f8 | us-history-boston-tea-party | en | G6 | genre-missing
P1 | REGENERATE-META | 79490ca3-dd42-4ec4-aa92-14c785960ba9 | climate-change-extreme-weather | en | G6 | genre-missing
P1 | REGENERATE-META | cb3f6f2a-2f34-4e0c-bf97-32dcf472791d | us-history-mayflower | en | G3 | genre-missing
P1 | REGENERATE-META | 3e69e108-55d4-46f3-904e-613f545c3455 | space-tourism-commercialization | en | G6 | genre-missing
P1 | REGENERATE-META | 033ddb74-3df8-469c-a92e-4841d93f88c0 | brazil-carnival | en | G6 | genre-missing
P1 | REGENERATE-META | 905445f5-2246-4b27-9e88-e1d59f4bebc5 | space-tourism-commercialization | en | G3 | genre-missing
P1 | REGENERATE-META | 45fb7fc0-9a67-42ab-8aa0-b532f650c8d1 | diwali-india | en | G6 | genre-missing
P1 | REGENERATE-META | a9e618b5-61a0-4021-be67-752a7ac51c61 | diwali-india | en | G3 | genre-missing
P1 | REGENERATE-META | f2f6e8e1-1275-4df3-b888-dfab7b97223d | chinese-spring-festival | en | G6 | genre-missing
P1 | REGENERATE-META | 184f2523-8528-4555-9427-ea435295c3b2 | thanksgiving-origins | en | G3 | genre-missing
P1 | REGENERATE-META | 6126785d-4667-48de-b10f-00657dbe7009 | malala | en | G6 | genre-missing
P1 | REGENERATE-META | d0e67186-a381-4908-815e-273fc62fda9b | stephen-hawking | en | G6 | genre-missing
P1 | REGENERATE-META | 5179d7db-7218-4465-b14c-257b321cf50e | tu-youyou | en | G6 | genre-missing
P1 | REGENERATE-META | 86cb23bc-f9a7-418e-a461-e3528e3dce18 | tu-youyou | en | G3 | genre-missing
P1 | REGENERATE-META | a066ea86-8661-4309-9412-2dcada7ced04 | martin-luther-king | en | G6 | genre-missing
P1 | REGENERATE-META | a5ffa3b9-57cc-4edf-a719-80181bb91602 | penguins-antarctica | en | G6 | genre-missing
P1 | REGENERATE-META | dc46cc61-1bb5-4e91-a797-1366261ca452 | volcanoes-islands | en | G6 | genre-missing
P1 | REGENERATE-META | 7f39c25b-4f7b-4b62-b991-c61b005fbd73 | penguins-antarctica | en | G3 | genre-missing
P1 | REGENERATE-META | 36a34331-b508-4c0a-af89-5362b90d2232 | dinosaur-extinction | en | G6 | genre-missing
P1 | REGENERATE-META | ed4634b6-7afc-428b-85eb-462786b8e145 | zheng-he | en | G3 | genre-missing
P1 | REGENERATE-META | f5b4804f-ff93-4206-9713-afb0a9770468 | dinosaur-extinction | en | G3 | genre-missing
P1 | REGENERATE-META | 4c832f69-d3c0-4e64-a776-9b8dcdfd6757 | silk-road | en | G6 | genre-missing
P1 | REGENERATE-META | d9ca058f-1980-41ca-93aa-55915f471c07 | silk-road | en | G3 | genre-missing
P1 | REGENERATE-META | 811d811a-e853-4a38-bd95-bfa79a66ddba | roman-empire | en | G3 | genre-missing
P1 | REGENERATE-META | 945a6cf5-37e7-43eb-9916-465f544c7d01 | genes-dna | en | G6 | genre-missing
P1 | REGENERATE-META | cc35d600-2274-4524-b696-e4c3cb3dc9b4 | earthquakes-tectonics | en | G3 | genre-missing
P1 | REGENERATE-META | 9e0e63d4-e4b6-4cd7-a0af-707488c0d7c6 | genes-dna | en | G3 | genre-missing
P1 | REGENERATE-META | f473a394-7e53-46a1-8254-2b5b9cd651bf | immune-system | en | G3 | genre-missing
P1 | REGENERATE-META | c5745654-d9eb-4681-bbad-49910239c22e | world-cup-football | en | G3 | genre-missing
P1 | REGENERATE-META | daade246-8ff7-46ac-a67c-eb88b09849ee | world-cup-football | en | G6 | genre-missing
P1 | REGENERATE-META | f5961e9c-1acd-4323-8303-2bf808a8d712 | endangered-species-protection | en | G6 | genre-missing
P1 | REGENERATE-META | df4f6cfa-782c-461f-bb70-69189487cc6a | mars-exploration | en | G6 | genre-missing
P1 | REGENERATE-META | 119f5f30-483a-4550-b136-c4af05646b8a | renewable-energy-growth | en | G6 | genre-missing
P1 | REGENERATE-META | 38727265-4c35-41d8-9259-376c64b268d9 | great-barrier-reef | en | G6 | genre-missing
P1 | REGENERATE-META | fdb8b1a4-df7b-462b-b001-f834fee2dc57 | great-barrier-reef | en | G3 | genre-missing
P1 | REGENERATE-META | 39ff8502-0fc8-44c7-a7e4-583639530d75 | rainforest-conservation | en | G3 | genre-missing
P1 | REGENERATE-META | 8530cc36-50cc-48d8-879f-3d32f2cad4b2 | artificial-intelligence-daily-life | en | G3 | genre-missing
P1 | REGENERATE-META | 918e70f0-54f0-43ba-b96a-558f2d81da0c | olympic-games-spirit | en | G6 | genre-missing
P1 | REGENERATE-META | 2f826b10-d705-4aaf-a72a-6239453bbe49 | space-telescope-discoveries | en | G6 | genre-missing
P1 | REGENERATE-META | ac0fe67a-bcc4-4afb-abae-7d183de18e63 | electric-vehicle-revolution | en | G6 | genre-missing
P1 | REGENERATE-META | c0d3a573-33fd-41f5-bddb-b5e226eb1c2c | electric-vehicle-revolution | en | G3 | genre-missing
P1 | REGENERATE-META | 1540d8e5-04f0-4402-8d48-42b070c324ed | thanksgiving-traditions | en | G3 | genre-missing
P1 | REGENERATE-META | c0c644d2-e783-40ac-b2ad-b7eed77b092c | space-telescope-discoveries | en | G3 | genre-missing
P1 | REGENERATE-META | 37f474fd-c1b3-4457-bb05-93af299f258b | mexican-day-of-dead | en | G6 | genre-missing
P1 | REGENERATE-META | 750bd289-c5a1-4c1c-a179-a65640bc3f2b | mexican-day-of-dead | en | G3 | genre-missing
P1 | REGENERATE-META | c70c20e0-961d-4ffd-92b5-48a5da7f2d19 | diwali-festival | en | G6 | genre-missing
P1 | REGENERATE-META | 339a873a-9fba-4b6c-86bd-e26174b8431e | diwali-festival | en | G3 | genre-missing
P1 | REGENERATE-META | b755b5f4-9373-4eb1-a44f-2d650c75f972 | japanese-tea-ceremony | en | G3 | genre-missing
P1 | REGENERATE-META | 47a6d334-9f7a-4d9e-96ac-69772ccf7c9b | water-cycle | en | G6 | genre-missing
P1 | REGENERATE-META | 6643941d-98b4-4f87-9974-481f2acaaf50 | chinese-new-year | en | G6 | genre-missing
P1 | REGENERATE-META | 4f0fc9b4-8967-4939-85a1-838e3bd08af9 | chinese-new-year | en | G3 | genre-missing
P1 | REGENERATE-META | c431ea8f-5c53-468c-b8b9-8fb76836ba60 | world-biomes | en | G6 | genre-missing
P1 | REGENERATE-META | 2dead63c-3839-4385-8b66-c3b3166523f1 | animal-migration | en | G3 | genre-missing
P1 | REGENERATE-META | d396d137-5114-4cb9-9a40-ba0c2abe72c7 | endangered-species | en | G6 | genre-missing
P1 | REGENERATE-META | 77a0d06f-8f1d-4e70-891a-73e2f2cef1c0 | animal-migration | en | G6 | genre-missing
P1 | REGENERATE-META | e47469d2-faee-4dfa-a9c4-e1ef717b9589 | food-chains-webs | en | G6 | genre-missing
P1 | REGENERATE-META | 914e2333-188c-45b9-a063-02074bf8b3ee | coral-reef-ecosystems | en | G3 | genre-missing
P1 | REGENERATE-META | e64b043a-5fbc-459d-a09c-2f2b555758f3 | ocean-life-zones | en | G3 | genre-missing
P1 | REGENERATE-META | d6aee743-1f7e-490b-a46b-155978d5462b | butterfly-life-cycle | en | G3 | genre-missing
P1 | REGENERATE-META | 734e862d-6fdc-4f2a-ac39-2bbf5b8faeff | internet-changing-world | en | G6 | genre-missing
P1 | REGENERATE-META | 9bcdf4f7-7cc2-4fd1-a768-390e236584f4 | rainforest-ecosystems | en | G3 | genre-missing
P1 | REGENERATE-META | dea70cb7-5131-4f30-8aa5-359c24711547 | leonardo-da-vinci | en | G6 | genre-missing
P1 | REGENERATE-META | 8c1908b6-f428-4caa-a495-d5356e507e0e | internet-changing-world | en | G3 | genre-missing
P1 | REGENERATE-META | d6a76d7f-1138-40b4-9efe-310cf8999c53 | florence-nightingale | en | G6 | genre-missing
P1 | REGENERATE-META | 969af133-e597-4bd5-ae41-1fb40bed9a8d | leonardo-da-vinci | en | G3 | genre-missing
P1 | REGENERATE-META | 3889030c-fd02-4c3b-8614-e247d242a78f | albert-einstein | en | G3 | genre-missing
P1 | REGENERATE-META | dbc32eab-a0cd-45db-872d-0b22522e6dc9 | thomas-edison | en | G3 | genre-missing
P1 | REGENERATE-META | 08d4ccfb-9013-4803-8115-d110d52f0438 | helen-keller | en | G3 | genre-missing
P1 | REGENERATE-META | afbb2573-e4b7-4ee8-a271-ca1af8386e4b | human-circulatory-system | en | G6 | genre-missing
P1 | REGENERATE-META | 5992c9b0-e4a0-4e78-a7cf-4e004f7d7608 | marie-curie | en | G3 | genre-missing
P1 | REGENERATE-META | 371e4d27-27be-49f1-b059-aa2548c08b6a | photosynthesis | en | G6 | genre-missing
P1 | REGENERATE-META | 4be58823-5a55-4e06-8a51-9df082827540 | plate-tectonics | en | G6 | genre-missing
P1 | REGENERATE-META | 1d29b29f-3ca0-46f9-832e-a7be5bf2a6d8 | photosynthesis | en | G3 | genre-missing
P1 | REGENERATE-META | dc885379-94c0-4d06-8d51-dd4274b444c5 | electricity-circuits | en | G6 | genre-missing
P1 | REGENERATE-META | 856f1a56-ac0f-4ac3-8841-b9d00ed16e52 | states-of-matter | en | G3 | genre-missing
P1 | REGENERATE-META | 43687cb1-7df4-4ca7-ac78-f877c63813ee | martin-luther-king-jr | en | G6 | genre-missing
P1 | REGENERATE-META | 56969cd7-0b56-4209-b824-25aef1ec0aa8 | animal-adaptations | en | G3 | genre-missing
P1 | REGENERATE-META | 26cfec49-12d8-452b-800b-1a67eaf7eb26 | weather-and-climate | en | G3 | genre-missing
P1 | REGENERATE-META | bbbb91d5-2fd5-4afe-8a8f-d3ba0fa8a290 | solar-system-exploration | en | G6 | genre-missing
P1 | REGENERATE-META | d2661431-b56c-4ae6-9d0a-c731f3e870a9 | world-war-ii-overview | en | G6 | genre-missing
P1 | REGENERATE-META | 70023d03-a165-4269-86bf-c04f55f33897 | solar-system-exploration | en | G3 | genre-missing
P1 | REGENERATE-META | 77bde26e-45b0-47da-9e8d-287ff10e0046 | age-of-exploration | en | G6 | genre-missing
P1 | REGENERATE-META | 7cde942a-2375-4786-9a53-1a4c9c17cb5a | american-revolution | en | G6 | genre-missing
P1 | REGENERATE-META | 98ecf198-33b8-4988-b614-dbff3649ee3f | industrial-revolution | en | G6 | genre-missing
P1 | REGENERATE-META | ba4a7485-1671-4f97-a5a6-32ffcfc8eb29 | american-revolution | en | G3 | genre-missing
P1 | REGENERATE-META | eab92707-8cfc-4b60-973a-20060101532b | viking-age | en | G3 | genre-missing
P1 | REGENERATE-META | 2ae06c9b-fb67-481f-81bd-872816def739 | great-wall-china | en | G3 | genre-missing
P1 | REGENERATE-META | a195cd8b-a901-4ca6-97fa-8fbe977be07a | amelia-earhart | en | G6 | genre-missing
P1 | REGENERATE-META | 76966e80-00d8-421a-baa1-1fbf23ea4cc9 | ancient-egypt | en | G6 | genre-missing
P1 | REGENERATE-META | d2b25da7-754b-4174-9675-e39a52228d56 | ancient-greece-democracy | en | G3 | question-correct-not-in-options
P1 | REGENERATE-META | 99292c6b-aa89-4771-b3d8-ee04b5a9f51b | wildlife-protection-2020s | en | G3 | genre-missing
P1 | REGENERATE-META | 90be398a-86ed-40a1-b87d-349c4ca02757 | wildlife-protection-2020s | en | G6 | genre-missing
P1 | REGENERATE-META | 784b810e-808c-4a1a-aa09-9a2c5226e40d | ancient-egypt | en | G3 | genre-missing
P1 | REGENERATE-META | 10f90853-fb80-440e-b6c0-da9cd06b3f62 | renewable-energy-boom | en | G3 | genre-missing
P1 | REGENERATE-META | d6409100-1b7c-41ae-b29c-b3a1c7271e9b | ai-transforming-school | en | G6 | genre-missing
P1 | REGENERATE-META | 4bb124b2-93b2-4866-ae17-a9041946b8a2 | ocean-plastic-crisis | en | G6 | genre-missing
P1 | REGENERATE-META | 188d961d-ebb7-41ac-a988-a2c95cff118e | ocean-plastic-crisis | en | G3 | genre-missing
P1 | REGENERATE-META | bf8a1747-4ca4-45f0-ab8f-2d352805ee27 | moon-return-missions | en | G3 | genre-missing
